Number,buyGate,buyBith,sellGate,sellBith,diffSell,diffBuy,timeServer,timeGate,timeBith,percentBonus,buyOrSellGate,buyOrSellBith,init
132202,0.86854942,0.74867752,0.87211074,0.7629525,-0.12343322,0.10559692,1639966041685,1639966041478,1639966023130,0.1384,2,1,1
132203,0.8685095,0.74867752,0.87200052,0.7629525,-0.123323,0.105557,1639966041799,1639966041594,1639966023130,0.1384,2,1,1
132204,0.86654344,0.74865755,0.87002658,0.76294249,-0.12136903,0.10360095,1639966061950,1639966060686,1639966061833,0.1358,2,0,0
132205,0.8665634,0.74865755,0.87004662,0.76294249,-0.12138907,0.10362091,1639966061988,1639966061792,1639966061833,0.1358,2,0,1
132206,0.86654344,0.74865755,0.87002658,0.76294249,-0.12136903,0.10360095,1639966062295,1639966062093,1639966061833,0.1358,2,0,1
132207,0.86653346,0.74865755,0.87001656,0.76294249,-0.12135901,0.10359097,1639966062974,1639966062796,1639966061833,0.1358,2,0,1
132208,0.86644364,0.74865755,0.86996646,0.76294249,-0.12130891,0.10350115,1639966063090,1639966062894,1639966061833,0.1357,2,0,1
132209,0.86644364,0.74865755,0.86992638,0.76294249,-0.12126883,0.10350115,1639966063181,1639966063006,1639966061833,0.1357,0,0,1
132210,0.86624404,0.74865755,0.86972598,0.76294249,-0.12106843,0.10330155,1639966063298,1639966063087,1639966061833,0.1354,2,0,1
132211,0.86624404,0.74866753,0.86972598,0.76294249,-0.12105845,0.10330155,1639966066512,1639966063087,1639966066397,0.1354,2,1,0
132212,0.86613426,0.74866753,0.86961576,0.76294249,-0.12094823,0.10319177,1639966067394,1639966067177,1639966066397,0.1353,2,1,1
132213,0.86604444,0.74866753,0.86952558,0.76294249,-0.12085804,0.10310195,1639966067486,1639966067295,1639966066397,0.1351,2,1,1
132214,0.86604444,0.74866753,0.86972598,0.76294249,-0.12105845,0.10310195,1639966067775,1639966067580,1639966066397,0.1351,0,1,1
132215,0.86618416,0.74866753,0.86972598,0.76294249,-0.12105845,0.10324167,1639966067877,1639966067677,1639966067681,0.1353,1,1,1
132216,0.86618416,0.74866753,0.86972598,0.76293247,-0.12105845,0.10325169,1639966067922,1639966067677,1639966067805,0.1353,1,0,0
132217,0.86605442,0.74866753,0.86966586,0.76293247,-0.12099833,0.10312195,1639966068216,1639966067996,1639966067805,0.1352,2,0,1
132218,0.8661143,0.74866753,0.86959572,0.76293247,-0.12092819,0.10318183,1639966068296,1639966068097,1639966067805,0.1352,2,0,1
132219,0.86602448,0.74866753,0.86959572,0.76293247,-0.12092819,0.10309201,1639966068791,1639966068589,1639966067805,0.1351,1,0,1
132220,0.86602448,0.74866753,0.86950554,0.76293247,-0.12083801,0.10309201,1639966068878,1639966068682,1639966067805,0.1351,0,0,1
132221,0.86584484,0.74866753,0.86932518,0.76293247,-0.12065764,0.10291237,1639966069311,1639966069098,1639966069071,0.1349,2,0,1
132222,0.86569514,0.74866753,0.86932518,0.76293247,-0.12065764,0.10276267,1639966069388,1639966069195,1639966069071,0.1347,1,0,1
132223,0.86569514,0.74866753,0.86917488,0.76293247,-0.12050735,0.10276267,1639966069485,1639966069294,1639966069071,0.1347,0,0,1
132224,0.86559534,0.74866753,0.86912478,0.76293247,-0.12045725,0.10266287,1639966069588,1639966069390,1639966069071,0.1346,2,0,1
132225,0.86559534,0.74866753,0.86907468,0.76293247,-0.12040715,0.10266287,1639966069686,1639966069500,1639966069071,0.1346,0,0,1
132226,0.86547558,0.74866753,0.86901456,0.76293247,-0.12034703,0.10254311,1639966070485,1639966070278,1639966069071,0.1344,2,0,1
132227,0.86549554,0.74866753,0.86901456,0.76293247,-0.12034703,0.10256307,1639966070591,1639966070392,1639966069071,0.1344,1,0,1
132228,0.86552548,0.74866753,0.86901456,0.76293247,-0.12034703,0.10259301,1639966070676,1639966070494,1639966069071,0.1345,1,0,1
132229,0.8655654,0.74866753,0.86904462,0.76293247,-0.12037709,0.10263292,1639966070779,1639966070592,1639966069071,0.1345,2,0,1
132230,0.86559534,0.74866753,0.86907468,0.76293247,-0.12040715,0.10266287,1639966071280,1639966071072,1639966069071,0.1346,2,0,1
132231,0.86557538,0.74866753,0.86905464,0.76293247,-0.12038711,0.10264291,1639966071884,1639966071686,1639966069071,0.1345,2,0,1
132232,0.86547558,0.74866753,0.86895444,0.76293247,-0.12028691,0.10254311,1639966072182,1639966071972,1639966069071,0.1344,2,0,1
132233,0.86534584,0.74866753,0.86882418,0.76293247,-0.12015665,0.10241336,1639966072884,1639966072695,1639966069071,0.1342,2,0,1
132234,0.8651163,0.74866753,0.86882418,0.76293247,-0.12015665,0.10218383,1639966073578,1639966073397,1639966069071,0.1339,1,0,1
132235,0.86508636,0.74866753,0.86882418,0.76293247,-0.12015665,0.10215389,1639966073675,1639966073497,1639966069071,0.1339,1,0,1
132236,0.8651163,0.74866753,0.86872398,0.76293247,-0.12005645,0.10218383,1639966073792,1639966073592,1639966069071,0.1339,2,0,1
132237,0.86517618,0.74866753,0.86869392,0.76293247,-0.12002638,0.10224371,1639966073879,1639966073693,1639966069071,0.134,2,0,1
132238,0.86505642,0.74866753,0.8686839,0.76293247,-0.12001637,0.10212395,1639966073991,1639966073781,1639966069071,0.1339,2,0,1
132239,0.86497658,0.74866753,0.86845344,0.76293247,-0.11978591,0.10204411,1639966074090,1639966073897,1639966069071,0.1338,2,0,1
132240,0.86494664,0.74866753,0.86842338,0.76293247,-0.11975585,0.10201417,1639966074186,1639966074012,1639966069071,0.1337,2,0,1
132241,0.86494664,0.74865755,0.86842338,0.76293247,-0.11976583,0.10201417,1639966074982,1639966074012,1639966074864,0.1337,2,1,0
132242,0.86494664,0.74865755,0.86874402,0.76293247,-0.12008647,0.10201417,1639966074994,1639966074796,1639966074864,0.1337,0,1,1
132243,0.86522608,0.74865755,0.86882418,0.76293247,-0.12016663,0.10229361,1639966075089,1639966074897,1639966074886,0.1341,2,1,1
132244,0.86523606,0.74865755,0.86880414,0.76293247,-0.12014659,0.10230359,1639966075278,1639966075091,1639966074886,0.1341,2,1,1
132245,0.86523606,0.74866753,0.86880414,0.76293247,-0.12013661,0.10230359,1639966075292,1639966075091,1639966075174,0.1341,2,1,0
132246,0.86513626,0.74866753,0.86861376,0.76293247,-0.11994623,0.10220379,1639966075379,1639966075196,1639966075174,0.134,2,1,1
132247,0.8650165,0.74866753,0.86861376,0.76293247,-0.11994623,0.10208403,1639966075473,1639966075297,1639966075174,0.1338,1,1,1
132248,0.86494664,0.74866753,0.86861376,0.76293247,-0.11994623,0.10201417,1639966075583,1639966075393,1639966075174,0.1337,1,1,1
132249,0.86513626,0.74866753,0.86861376,0.76293247,-0.11994623,0.10220379,1639966075781,1639966075573,1639966075174,0.134,1,1,1
132250,0.86504644,0.74866753,0.86861376,0.76293247,-0.11994623,0.10211397,1639966076093,1639966075880,1639966075174,0.1338,1,1,1
