Number,bayGate,bayBith,sellGate,sellBith,diffSell,diffBay,timeServer,timeGate,timeBith,percentBonus,bayOrSellGate,bayOrSellBith,init
302,1.07902762,1.08448882,1.08339246,1.087758,0.00109636,-0.00873038,1634657938370,1634657938193,1634657932638,0.001,1,1,1
303,1.07901764,1.08448882,1.08339246,1.087758,0.00109636,-0.00874036,1634657938464,1634657938291,1634657932638,0.001,1,1,1
304,1.07897772,1.08448882,1.08339246,1.087758,0.00109636,-0.00878028,1634657938961,1634657938761,1634657932638,0.001,1,1,1
305,1.0790376,1.08448882,1.08338244,1.087758,0.00110638,-0.0087204,1634657939184,1634657938997,1634657932638,0.001,2,1,1
306,1.07897772,1.08448882,1.08338244,1.087758,0.00110638,-0.00878028,1634657939269,1634657939048,1634657932638,0.001,1,1,1
307,1.07901764,1.08448882,1.08338244,1.087758,0.00110638,-0.00874036,1634657939978,1634657939747,1634657932638,0.001,1,1,1
308,1.07897772,1.08448882,1.08338244,1.087758,0.00110638,-0.00878028,1634657942184,1634657941990,1634657940800,0.001,1,1,1
309,1.07897772,1.08448882,1.08337242,1.087758,0.0011164,-0.00878028,1634657942448,1634657942060,1634657940800,0.001,0,1,1
310,1.07897872,1.08448882,1.08337242,1.087758,0.0011164,-0.00877928,1634657944461,1634657944292,1634657942918,0.001,1,1,1
311,1.07897772,1.08448882,1.08337242,1.087758,0.0011164,-0.00878028,1634657944561,1634657944336,1634657942918,0.001,1,1,1
312,1.07897772,1.08448882,1.08347262,1.087758,0.0010162,-0.00878028,1634657952659,1634657952463,1634657942918,0.0009,0,1,1
313,1.0781394,1.08361036,1.08247062,1.09031119,0.00113974,-0.01217179,1634661245290,1634661232370,1634661245189,0.0011,0,0,0
314,1.0781394,1.08361036,1.08247062,1.09033121,0.00113974,-0.01219181,1634661245297,1634661232370,1634661245191,0.0011,0,0,0
315,1.0781394,1.08361036,1.08247062,1.09034123,0.00113974,-0.01220182,1634661245301,1634661232370,1634661245194,0.0011,0,0,0
316,1.07468632,1.0801065,1.0790037,1.08621607,0.0011028,-0.01152975,1634677021220,1634677020216,1634677021123,0.001,0,1,0
317,1.08461642,1.09188585,1.08898362,1.09882181,0.00290223,-0.01420539,1634683273342,1634683273088,1634683273264,0.0027,0,1,0
318,1.08454656,1.09188585,1.08901368,1.09882181,0.00287217,-0.01427525,1634683273368,1634683273192,1634683273264,0.0026,2,1,1
319,1.08458648,1.09188585,1.08901368,1.09882181,0.00287217,-0.01423533,1634683273470,1634683273276,1634683273264,0.0026,1,1,1
320,1.08455654,1.09188585,1.08901368,1.09882181,0.00287217,-0.01426527,1634683273868,1634683273588,1634683273745,0.0026,1,1,1
321,1.08455654,1.09188585,1.08898362,1.09882181,0.00290223,-0.01426527,1634683273968,1634683273783,1634683273745,0.0027,0,1,1
322,1.0845765,1.09188585,1.08898362,1.09882181,0.00290223,-0.01424531,1634683274075,1634683273887,1634683273911,0.0027,1,1,1
323,1.0845765,1.09188585,1.08901368,1.09882181,0.00287217,-0.01424531,1634683274572,1634683274376,1634683273911,0.0026,0,1,1
324,1.0846264,1.09156641,1.08898362,1.09511719,0.00258279,-0.01049079,1634683280625,1634683278288,1634683280551,0.0024,0,1,0
325,1.08890782,1.09566922,1.09346256,1.098972,0.00220666,-0.01006418,1634685676498,1634685673613,1634685676426,0.002,1,1,0
326,1.08888786,1.09566922,1.09342248,1.098972,0.00224674,-0.01008414,1634685676672,1634685676446,1634685676426,0.0021,2,1,1
327,1.0889178,1.09566922,1.09342248,1.098972,0.00224674,-0.0100542,1634685676770,1634685676566,1634685676426,0.0021,1,1,1
328,1.08894774,1.09566922,1.09342248,1.098972,0.00224674,-0.01002426,1634685678407,1634685678182,1634685676426,0.0021,1,1,1
329,1.08898766,1.09566922,1.09342248,1.098972,0.00224674,-0.00998434,1634685678981,1634685678796,1634685676426,0.0021,1,1,1
330,1.0889178,1.09566922,1.09342248,1.098972,0.00224674,-0.0100542,1634685679970,1634685679769,1634685676426,0.0021,1,1,1
331,1.08894774,1.09566922,1.09342248,1.098972,0.00224674,-0.01002426,1634685680068,1634685679818,1634685676426,0.0021,1,1,1
332,1.08894774,1.09566922,1.0933824,1.098972,0.00228682,-0.01002426,1634685680376,1634685680197,1634685676426,0.0021,0,1,1
333,1.08897768,1.09566922,1.0933824,1.098972,0.00228682,-0.00999432,1634685680576,1634685680313,1634685676426,0.0021,1,1,1
334,1.08888786,1.09566922,1.09337238,1.098972,0.00229684,-0.01008414,1634685680673,1634685680481,1634685676426,0.0021,2,1,1
335,1.08894774,1.09566922,1.09357278,1.098972,0.00209644,-0.01002426,1634685680773,1634685680598,1634685676426,0.0019,2,1,1
336,1.0889677,1.09566922,1.09349262,1.098972,0.0021766,-0.0100043,1634685681036,1634685680727,1634685676426,0.002,2,1,1
337,1.08888786,1.09566922,1.09349262,1.098972,0.0021766,-0.01008414,1634685682582,1634685682397,1634685676426,0.002,1,1,1
338,1.08888786,1.09566922,1.0934826,1.098972,0.00218662,-0.01008414,1634685682773,1634685682457,1634685676426,0.002,0,1,1
339,1.0889677,1.09566922,1.09346256,1.098972,0.00220666,-0.0100043,1634685682869,1634685682686,1634685676426,0.002,2,1,1
340,1.08892778,1.09566922,1.09346256,1.098972,0.00220666,-0.01004422,1634685683270,1634685682952,1634685676426,0.002,1,1,1
341,1.08892778,1.09566922,1.0936329,1.098972,0.00203632,-0.01004422,1634685689136,1634685688653,1634685689073,0.0019,0,1,0
342,1.08894774,1.09566922,1.0936329,1.098972,0.00203632,-0.01002426,1634685690567,1634685690375,1634685689695,0.0019,1,1,1
343,1.08892778,1.09566922,1.09361286,1.098972,0.00205636,-0.01004422,1634685690789,1634685690602,1634685689695,0.0019,2,1,1
344,1.08997568,1.09537973,1.09435434,1.10219602,0.00102538,-0.01222034,1634691686790,1634691679933,1634691686694,0.0009,0,1,0
