Number,buyGate,buyBith,sellGate,sellBith,diffSell,diffBuy,timeServer,timeGate,timeBith,percentBonus,buyOrSellGate,buyOrSellBith,init
207451,0.92178274,0.87400781,0.92558748,0.90100485,-0.05157968,0.02077789,1640117107156,1640117106911,1640117103319,0.0231,1,0,1
207452,0.92173284,0.87400781,0.92558748,0.90100485,-0.05157968,0.02072799,1640117107272,1640117106989,1640117103319,0.023,1,0,1
207453,0.92177276,0.87400781,0.92558748,0.90100485,-0.05157968,0.02076791,1640117107603,1640117107377,1640117103319,0.023,1,0,1
207454,0.92177276,0.87401779,0.92558748,0.90100485,-0.05156969,0.02076791,1640117111236,1640117107377,1640117111121,0.023,1,1,0
207455,0.92177276,0.87401779,0.92547726,0.90100485,-0.05145947,0.02076791,1640117113553,1640117113319,1640117111121,0.023,0,1,1
207456,0.92149332,0.87401779,0.9254472,0.90100485,-0.05142941,0.02048847,1640117113676,1640117113402,1640117111121,0.0227,2,1,1
207457,0.92142346,0.87401779,0.9254973,0.90100485,-0.05147951,0.02041861,1640117113773,1640117113499,1640117111121,0.0227,2,1,1
207458,0.92131368,0.87401779,0.92550732,0.90100485,-0.05148953,0.02030883,1640117113876,1640117113607,1640117111121,0.0225,2,1,1
207459,0.92131368,0.87401779,0.92548728,0.90100485,-0.05146949,0.02030883,1640117113964,1640117113728,1640117111121,0.0225,0,1,1
207460,0.92141348,0.87401779,0.92555742,0.90100485,-0.05153963,0.02040863,1640117114576,1640117114316,1640117114382,0.0227,2,1,1
207461,0.92141348,0.87401779,0.92551734,0.90100485,-0.05149955,0.02040863,1640117114658,1640117114411,1640117114382,0.0227,0,1,1
207462,0.92141348,0.87401779,0.92550732,0.90100485,-0.05148953,0.02040863,1640117114754,1640117114507,1640117114382,0.0227,0,1,1
207463,0.92142346,0.87401779,0.92550732,0.90100485,-0.05148953,0.02041861,1640117114853,1640117114610,1640117114382,0.0227,1,1,1
207464,0.92141348,0.87401779,0.92543718,0.90100485,-0.05141939,0.02040863,1640117115066,1640117114811,1640117114382,0.0227,2,1,1
207465,0.92141348,0.87401779,0.9254472,0.90100485,-0.05142941,0.02040863,1640117115172,1640117114918,1640117114382,0.0227,0,1,1
207466,0.92141348,0.87402777,0.9254472,0.90100485,-0.05141943,0.02040863,1640117115191,1640117114918,1640117115060,0.0227,0,1,0
207467,0.92141348,0.87402777,0.92535702,0.90100485,-0.05132925,0.02040863,1640117115282,1640117115113,1640117115060,0.0227,0,1,1
207468,0.92131368,0.87402777,0.92542716,0.90100485,-0.05139939,0.02030883,1640117115388,1640117115201,1640117115060,0.0225,2,1,1
207469,0.92127376,0.87402777,0.92555742,0.90100485,-0.05152965,0.02026891,1640117115554,1640117115290,1640117115060,0.0225,2,1,1
207470,0.9213037,0.87402777,0.92558748,0.90100485,-0.05155971,0.02029885,1640117115672,1640117115414,1640117115060,0.0225,2,1,1
207471,0.92128374,0.87402777,0.92548728,0.90100485,-0.05145951,0.02027889,1640117115765,1640117115461,1640117115060,0.0225,2,1,1
207472,0.92127376,0.87402777,0.92497626,0.90100485,-0.05094849,0.02026891,1640117115977,1640117115811,1640117115060,0.0225,2,1,1
207473,0.92127376,0.87402777,0.9251466,0.90100485,-0.05111883,0.02026891,1640117116080,1640117115911,1640117115060,0.0225,0,1,1
207474,0.92094442,0.87402777,0.92481594,0.90100485,-0.05078817,0.01993957,1640117116295,1640117116108,1640117115060,0.0221,2,1,1
207475,0.92067496,0.87402777,0.92480592,0.90100485,-0.05077815,0.01967011,1640117116471,1640117116213,1640117115060,0.0218,2,1,1
207476,0.92067496,0.87402777,0.92483598,0.90100485,-0.05080821,0.01967011,1640117116564,1640117116315,1640117115060,0.0218,0,1,1
207477,0.92071488,0.87402777,0.92483598,0.90100485,-0.05080821,0.01971003,1640117116677,1640117116484,1640117116485,0.0219,1,1,1
207478,0.92058514,0.87402777,0.92471574,0.90100485,-0.05068797,0.01958029,1640117117073,1640117116804,1640117116750,0.0217,2,1,1
207479,0.92058514,0.87402777,0.9246456,0.90100485,-0.05061783,0.01958029,1640117117171,1640117116926,1640117116750,0.0217,0,1,1
207480,0.92059512,0.87402777,0.92463558,0.90100485,-0.05060781,0.01959027,1640117117262,1640117117010,1640117116750,0.0217,2,1,1
207481,0.92059512,0.87402777,0.9245955,0.90100485,-0.05056773,0.01959027,1640117117352,1640117117111,1640117116750,0.0217,0,1,1
207482,0.92051528,0.87402777,0.92451534,0.90100485,-0.05048757,0.01951043,1640117117462,1640117117210,1640117116750,0.0217,2,1,1
207483,0.92052526,0.87402777,0.92461554,0.90100485,-0.05058777,0.01952041,1640117117568,1640117117311,1640117116750,0.0217,2,1,1
207484,0.92051528,0.87402777,0.92447526,0.90100485,-0.05044749,0.01951043,1640117118369,1640117118108,1640117117872,0.0217,2,1,1
207485,0.92041548,0.87402777,0.9245955,0.90100485,-0.05056773,0.01941063,1640117118469,1640117118212,1640117117872,0.0215,2,1,1
207486,0.92044542,0.87402777,0.9245955,0.90100485,-0.05056773,0.01944057,1640117118575,1640117118320,1640117118436,0.0216,1,1,1
207487,0.92047536,0.87402777,0.92458548,0.90100485,-0.05055771,0.01947051,1640117119353,1640117119093,1640117118436,0.0216,2,1,1
207488,0.9204055,0.87402777,0.92458548,0.90100485,-0.05055771,0.01940065,1640117119462,1640117119189,1640117118436,0.0215,1,1,1
207489,0.92039552,0.87402777,0.92458548,0.90100485,-0.05055771,0.01939067,1640117119572,1640117119292,1640117118436,0.0215,1,1,1
207490,0.92036558,0.87402777,0.92458548,0.90100485,-0.05055771,0.01936073,1640117119675,1640117119375,1640117118436,0.0215,1,1,1
207491,0.92041548,0.87402777,0.92458548,0.90100485,-0.05055771,0.01941063,1640117119771,1640117119510,1640117118436,0.0215,1,1,1
207492,0.92049532,0.87402777,0.92458548,0.90100485,-0.05055771,0.01949047,1640117119976,1640117119721,1640117118436,0.0216,1,1,1
207493,0.92046538,0.87402777,0.92458548,0.90100485,-0.05055771,0.01946053,1640117120087,1640117119900,1640117118436,0.0216,1,1,1
207494,0.92042546,0.87402777,0.92458548,0.90100485,-0.05055771,0.01942061,1640117120177,1640117119994,1640117118436,0.0216,1,1,1
207495,0.92048534,0.87402777,0.92458548,0.90100485,-0.05055771,0.01948049,1640117120972,1640117120716,1640117118436,0.0216,1,1,1
207496,0.92066498,0.87402777,0.92482596,0.90100485,-0.05079819,0.01966013,1640117121107,1640117120915,1640117118436,0.0218,2,1,1
207497,0.92073484,0.87402777,0.92482596,0.90100485,-0.05079819,0.01972999,1640117121266,1640117121012,1640117118436,0.0219,1,1,1
207498,0.92077476,0.87402777,0.92492616,0.90100485,-0.05089839,0.01976991,1640117121362,1640117121095,1640117118436,0.0219,2,1,1
207499,0.92084462,0.87402777,0.92493618,0.90100485,-0.05090841,0.01983977,1640117121774,1640117121515,1640117118436,0.022,2,1,1
207500,0.92091448,0.87402777,0.92493618,0.90100485,-0.05090841,0.01990963,1640117121864,1640117121616,1640117118436,0.0221,1,1,1
207501,0.92098434,0.87402777,0.92493618,0.90100485,-0.05090841,0.01997949,1640117121961,1640117121714,1640117118436,0.0222,1,1,1
