Number,bayGate,bayBith,sellGate,sellBith,diffSell,diffBay,timeServer,timeGate,timeBith,percentBonus,bayOrSellGate,bayOrSellBith,init
9402,0.94295032,0.9483375,0.94673173,0.9557532,0.00160577,-0.01280288,1635322213319,1635322213161,1635322212976,0.0017,1,0,1
9403,0.94294034,0.9483375,0.94673173,0.9557532,0.00160577,-0.01281286,1635322213548,1635322213367,1635322212976,0.0017,1,0,1
9404,0.9419623,0.9483375,0.94577294,0.9557532,0.00256456,-0.0137909,1635322214357,1635322214149,1635322213643,0.0027,2,0,1
9405,0.94199224,0.9483375,0.94577294,0.9557532,0.00256456,-0.01376096,1635322214467,1635322214246,1635322214336,0.0027,1,0,1
9406,0.9419974,0.9483375,0.94631886,0.9557532,0.00201864,-0.0137558,1635322215148,1635322214960,1635322214967,0.0021,2,0,1
9407,0.94220182,0.9483375,0.94673173,0.9557532,0.00160577,-0.01355138,1635322215272,1635322215069,1635322214967,0.0017,2,0,1
9408,0.9424114,0.9483375,0.94673173,0.9557532,0.00160577,-0.0133418,1635322215346,1635322215153,1635322214967,0.0017,1,0,1
9409,0.94220182,0.9483375,0.94673173,0.9557532,0.00160577,-0.01355138,1635322215555,1635322215357,1635322214967,0.0017,1,0,1
9410,0.94149324,0.9483375,0.94565754,0.9557532,0.00267996,-0.01425996,1635322219349,1635322219156,1635322218529,0.0028,2,0,1
9411,0.94187248,0.9483375,0.94604832,0.9557532,0.00228918,-0.01388072,1635322219444,1635322219247,1635322218529,0.0024,2,0,1
9412,0.98214178,0.97544997,0.98828262,0.98109484,-0.01283265,0.00104694,1635322266948,1635322266766,1635322266377,0.0011,2,0,1
9413,0.98215176,0.97544997,0.98955516,0.98109484,-0.01410519,0.00105692,1635322267078,1635322266857,1635322266974,0.0011,2,0,1
9414,0.98295016,0.97544997,0.98755116,0.98109484,-0.01210119,0.00185532,1635322267146,1635322266967,1635322266995,0.0019,2,0,1
9415,0.98809984,0.97601897,0.99417438,0.98709233,-0.01815541,0.00100751,1635322273896,1635322273667,1635322273721,0.001,2,1,1
9416,0.98810982,0.97601897,0.99416436,0.98709233,-0.01814539,0.0010175,1635322273963,1635322273762,1635322273721,0.001,2,1,1
9417,0.9881198,0.97601897,0.99375354,0.98709233,-0.01773457,0.00102748,1635322274250,1635322274074,1635322273929,0.001,1,1,1
9418,0.98822958,0.97601897,0.99392388,0.98709233,-0.01790491,0.00113726,1635322274447,1635322274250,1635322273929,0.0012,2,1,1
9419,0.98814974,0.97601897,0.99397398,0.98709233,-0.01795501,0.00105742,1635322274682,1635322274458,1635322274572,0.0011,2,1,1
9420,0.98962678,0.97601897,0.9937836,0.98709233,-0.01776463,0.00253446,1635322274752,1635322274565,1635322274626,0.0026,2,1,1
9421,0.98874854,0.97601897,0.99339282,0.98709233,-0.01737385,0.00165622,1635322274849,1635322274668,1635322274626,0.0017,2,1,1
9422,0.98968666,0.98397503,0.99504612,0.98709233,-0.0110711,0.00259434,1635322279648,1635322279459,1635322279455,0.0026,2,1,1
9423,0.99070462,0.98397503,0.99504612,0.98709233,-0.0110711,0.00361229,1635322279847,1635322279565,1635322279455,0.0037,1,1,1
9424,0.98968666,0.98397503,0.9951864,0.98709233,-0.01121138,0.00259434,1635322279953,1635322279768,1635322279455,0.0026,2,1,1
9425,0.98934734,0.98397503,0.9951864,0.98709233,-0.01121138,0.00225502,1635322280163,1635322279969,1635322279910,0.0023,1,1,1
9426,0.98953696,0.98397503,0.99359322,0.98709233,-0.00961819,0.00244463,1635322280346,1635322280160,1635322280118,0.0025,2,1,1
9427,0.98953696,0.98397503,0.99362328,0.98709233,-0.00964825,0.00244463,1635322280449,1635322280266,1635322280118,0.0025,0,1,1
9428,0.99004594,0.98397503,0.99522648,0.98709233,-0.01125146,0.00295362,1635322280558,1635322280365,1635322280394,0.003,2,1,1
9429,0.9912136,0.98397503,0.99522648,0.98709233,-0.01125146,0.00412127,1635322280739,1635322280562,1635322280468,0.0042,1,1,1
9430,0.99080442,0.98397503,0.99519642,0.98709233,-0.0112214,0.00371209,1635322280850,1635322280656,1635322280468,0.0038,2,1,1
9431,0.9906647,0.98397503,0.99515634,0.98709233,-0.01118131,0.00357238,1635322280945,1635322280761,1635322280468,0.0036,2,1,1
9432,0.9902156,0.98397503,0.99499602,0.98709233,-0.01102099,0.00312327,1635322281171,1635322280961,1635322280468,0.0032,2,1,1
9433,0.99027548,0.98397503,0.9951864,0.98709233,-0.01121138,0.00318315,1635322281239,1635322281064,1635322281117,0.0032,2,1,1
9434,0.98975652,0.98397503,0.99532668,0.98709233,-0.01135166,0.00266419,1635322281358,1635322281163,1635322281117,0.0027,2,1,1
9435,0.98965672,0.98397503,0.99512628,0.98709233,-0.01115126,0.00256439,1635322281485,1635322281257,1635322281117,0.0026,2,1,1
9436,0.9896667,0.98397503,0.99511626,0.98709233,-0.01114123,0.00257438,1635322281643,1635322281364,1635322281117,0.0026,2,1,1
9437,0.9896667,0.98397503,0.99532668,0.98709233,-0.01135166,0.00257438,1635322281688,1635322281466,1635322281591,0.0026,0,1,1
9438,0.9897166,0.98397503,0.99532668,0.98709233,-0.01135166,0.00262428,1635322281856,1635322281650,1635322281591,0.0027,1,1,1
9439,0.9929601,0.98397503,0.99713028,0.98709233,-0.01315526,0.00586778,1635322282060,1635322281864,1635322281591,0.0059,2,1,1
9440,0.99050502,0.98397503,0.99692988,0.98709233,-0.01295486,0.00341269,1635322282150,1635322281964,1635322281591,0.0035,2,1,1
9441,0.99064474,0.98397503,0.99713028,0.98709233,-0.01315526,0.00355242,1635322282258,1635322282065,1635322281591,0.0036,2,1,1
9442,0.99064474,0.98397503,0.99721044,0.98709233,-0.01323542,0.00355242,1635322282400,1635322282163,1635322281591,0.0036,0,1,1
9443,0.99175252,0.98397503,0.9973908,0.98709233,-0.01341577,0.00466019,1635322282516,1635322282368,1635322281591,0.0047,2,1,1
9444,0.99188226,0.98397503,0.99790182,0.98709233,-0.01392679,0.00478994,1635322282686,1635322282463,1635322282574,0.0049,2,1,1
