Number,bayGate,bayBith,sellGate,sellBith,diffSell,diffBay,timeServer,timeGate,timeBith,percentBonus,bayOrSellGate,bayOrSellBith,init
2202,1.08693178,1.09508025,1.0913784,1.09958276,0.00370185,-0.01265098,1634830161196,1634830160950,1634830160908,0.0034,2,0,1
2203,1.08701162,1.09508025,1.0913784,1.09958276,0.00370185,-0.01257114,1634830161446,1634830161164,1634830161277,0.0034,1,0,1
2204,1.08690184,1.09508025,1.0913784,1.09958276,0.00370185,-0.01268092,1634830161560,1634830161371,1634830161379,0.0034,1,0,1
2205,1.08690184,1.09508025,1.09143852,1.09958276,0.00364173,-0.01268092,1634830161772,1634830161542,1634830161572,0.0033,0,0,1
2206,1.08690184,1.09508025,1.09153872,1.09958276,0.00354153,-0.01268092,1634830161848,1634830161659,1634830161572,0.0032,0,0,1
2207,1.08665234,1.09508025,1.0910277,1.09958276,0.00405255,-0.01293042,1634830161976,1634830161767,1634830161572,0.0037,2,0,1
2208,1.08665234,1.09394225,1.0910277,1.09958276,0.00291454,-0.01293042,1634830162048,1634830161767,1634830161908,0.0027,2,1,0
2209,1.0988978,1.10484314,1.1037531,1.11200828,0.00109004,-0.01311047,1634834890793,1634834890464,1634834890709,0.001,0,0,0
2210,1.0988978,1.10484314,1.1037531,1.11534244,0.00109004,-0.01644464,1634834890801,1634834890464,1634834890713,0.001,0,0,0
2211,1.0988978,1.10484314,1.1037531,1.11535245,0.00109004,-0.01645465,1634834890803,1634834890464,1634834890713,0.001,0,0,0
2212,1.0988978,1.10484314,1.1037531,1.11868661,0.00109004,-0.01978881,1634834890806,1634834890464,1634834890713,0.001,0,0,0
2213,1.0988978,1.10484314,1.1037531,1.12200075,0.00109004,-0.02310295,1634834890807,1634834890464,1634834890714,0.001,0,0,0
2214,1.0988978,1.10484314,1.1037531,1.12203079,0.00109004,-0.02313299,1634834890807,1634834890464,1634834890714,0.001,0,0,0
2215,1.0988978,1.10484314,1.1037531,1.12613591,0.00109004,-0.02723811,1634834890808,1634834890464,1634834890714,0.001,0,0,0
2216,1.0988978,1.10484314,1.103703,1.12613591,0.00114014,-0.02723811,1634834890861,1634834890670,1634834890714,0.001,0,0,1
2217,1.0988978,1.10484314,1.10369298,1.12613591,0.00115015,-0.02723811,1634834891123,1634834890827,1634834890844,0.001,0,0,1
2218,1.09887884,1.10484314,1.10369298,1.12613591,0.00115015,-0.02725707,1634834891151,1634834890925,1634834890844,0.001,1,0,1
2219,1.09817924,1.09239496,1.1029014,1.0956879,-0.01050644,0.00249134,1634852933037,1634852931978,1634852932931,0.0023,0,0,0
2220,1.090814,1.09707675,1.09531626,1.10038376,0.00176049,-0.00956976,1634860135749,1634860133605,1634860135637,0.0016,1,1,0
2221,1.09719122,1.10334576,1.10173908,1.10887436,0.00160668,-0.01168314,1634862893553,1634862892571,1634862893449,0.0015,1,1,0
2222,1.09706148,1.10334576,1.10146854,1.10887436,0.00187722,-0.01181288,1634862893852,1634862893675,1634862893696,0.0017,2,1,1
2223,1.10432692,1.1104533,1.10877312,1.11391065,0.00168018,-0.00958373,1634875092519,1634875076883,1634875092423,0.0015,0,0,0
2224,1.10432692,1.1104533,1.1089134,1.11391065,0.0015399,-0.00958373,1634875094187,1634875093978,1634875092423,0.0014,0,0,1
2225,1.1043369,1.1104533,1.1089134,1.11391065,0.0015399,-0.00957375,1634875094264,1634875094062,1634875092423,0.0014,1,0,1
2226,1.10440676,1.1104533,1.1089134,1.11391065,0.0015399,-0.00950389,1634875094453,1634875094293,1634875092423,0.0014,1,0,1
2227,1.10440676,1.1104533,1.1090637,1.11391065,0.0013896,-0.00950389,1634875097852,1634875097625,1634875095148,0.0013,0,0,1
2228,1.10440676,1.1104533,1.1088633,1.11391065,0.00159,-0.00950389,1634875098052,1634875097858,1634875095148,0.0014,0,0,1
2229,1.10442672,1.1104533,1.1088633,1.11391065,0.00159,-0.00948393,1634875098155,1634875097940,1634875098059,0.0014,1,0,1
2230,1.10429698,1.1104533,1.1088633,1.11391065,0.00159,-0.00961367,1634875098264,1634875098082,1634875098059,0.0014,1,0,1
2231,1.104287,1.1104533,1.1088633,1.11391065,0.00159,-0.00962365,1634875098461,1634875098266,1634875098059,0.0014,1,0,1
2232,1.104287,1.1104533,1.10878314,1.11391065,0.00167016,-0.00962365,1634875098566,1634875098379,1634875098413,0.0015,0,0,1
2233,1.104287,1.1104533,1.1087631,1.11391065,0.0016902,-0.00962365,1634875098663,1634875098475,1634875098413,0.0015,0,0,1
2234,1.10424708,1.1104533,1.108713,1.11391065,0.0017403,-0.00966357,1634875099154,1634875098971,1634875098991,0.0016,2,0,1
2235,1.10426704,1.1104533,1.108713,1.11391065,0.0017403,-0.00964361,1634875099468,1634875099198,1634875099227,0.0016,1,0,1
2236,1.10427702,1.1104533,1.108713,1.11391065,0.0017403,-0.00963363,1634875099557,1634875099369,1634875099227,0.0016,1,0,1
2237,1.10426704,1.1104533,1.108713,1.11391065,0.0017403,-0.00964361,1634875099651,1634875099426,1634875099227,0.0016,1,0,1
2238,1.10427702,1.1104533,1.108713,1.11391065,0.0017403,-0.00963363,1634875100974,1634875100789,1634875100093,0.0016,1,0,1
2239,1.10424708,1.1104533,1.108713,1.11391065,0.0017403,-0.00966357,1634875101048,1634875100814,1634875100093,0.0016,1,0,1
2240,1.10417722,1.11044332,1.1086128,1.11382054,0.00183052,-0.00964332,1634875149810,1634875146244,1634875149716,0.0017,1,1,0
2241,1.10417722,1.11044332,1.1086128,1.11381052,0.00183052,-0.0096333,1634875164470,1634875146244,1634875164377,0.0017,1,0,0
2242,1.10417822,1.11044332,1.1086128,1.11381052,0.00183052,-0.00963231,1634875172350,1634875172197,1634875171768,0.0017,1,0,1
2243,1.10417722,1.11044332,1.1086128,1.11381052,0.00183052,-0.0096333,1634875172584,1634875172379,1634875172344,0.0017,1,0,1
2244,1.09960638,1.10517256,1.10402364,1.11013594,0.00114892,-0.01052956,1634880609148,1634880608887,1634880608239,0.001,0,0,1
2245,1.09973612,1.10517256,1.10416392,1.11013594,0.00100864,-0.01039982,1634880616250,1634880616075,1634880612644,0.0009,0,0,1
2246,1.09993572,1.10680969,1.1045046,1.11053644,0.00230509,-0.01060072,1634880645116,1634880641491,1634880645019,0.0021,2,1,0
2247,1.10001556,1.10680969,1.1045046,1.11053644,0.00230509,-0.01052088,1634880645583,1634880645363,1634880645019,0.0021,1,1,1
2248,1.09993572,1.10680969,1.1045046,1.11053644,0.00230509,-0.01060072,1634880645663,1634880645486,1634880645019,0.0021,1,1,1
2249,1.10001556,1.10680969,1.1045046,1.11053644,0.00230509,-0.01052088,1634880645961,1634880645779,1634880645741,0.0021,1,1,1
2250,1.10051456,1.10719901,1.10503566,1.11053644,0.00216335,-0.01002188,1634880826356,1634880825494,1634880826280,0.002,0,1,0
