Number,bayGate,bayBith,sellGate,sellBith,diffSell,diffBay,timeServer,timeGate,timeBith,percentBonus,bayOrSellGate,bayOrSellBith,init
351,1.09125312,1.09871388,1.0957371,1.10530991,0.00297678,-0.01405679,1634695373606,1634695373337,1634695373192,0.0027,1,1,1
352,1.09104354,1.09871388,1.09582728,1.10530991,0.0028866,-0.01426637,1634695373775,1634695373586,1634695373192,0.0026,2,1,1
353,1.09102358,1.09871388,1.09580724,1.10530991,0.00290664,-0.01428633,1634695373868,1634695373684,1634695373192,0.0027,2,1,1
354,1.09209144,1.09885364,1.09666896,1.10545009,0.00218468,-0.01335865,1634696595525,1634696594889,1634696595435,0.002,1,1,0
355,1.09212138,1.09885364,1.09650864,1.10545009,0.002345,-0.01332871,1634696596058,1634696595888,1634696595884,0.0021,2,1,1
356,1.09260042,1.09811493,1.0970898,1.10234621,0.00102513,-0.00974579,1634697302585,1634697302367,1634697301974,0.0009,2,0,1
357,1.09260042,1.09811493,1.09710984,1.10234621,0.00100509,-0.00974579,1634697302696,1634697302467,1634697302503,0.0009,0,0,1
358,1.09252058,1.09811493,1.09710984,1.10234621,0.00100509,-0.00982563,1634697304069,1634697303888,1634697303761,0.0009,1,0,1
359,1.09252058,1.09811493,1.09702968,1.10234621,0.00108525,-0.00982563,1634697304273,1634697304061,1634697303761,0.001,0,0,1
360,1.09253056,1.09811493,1.09699962,1.10234621,0.00111531,-0.00981565,1634697305170,1634697304990,1634697304385,0.001,2,0,1
361,1.09277008,1.0990433,1.09730022,1.10564033,0.00174308,-0.01287025,1634697326377,1634697324273,1634697326286,0.0016,2,1,0
362,1.09270022,1.09839444,1.09727016,1.10238626,0.00112428,-0.00968604,1634698361261,1634698361081,1634698361073,0.001,2,1,1
363,1.09270022,1.09839444,1.0972401,1.10238626,0.00115434,-0.00968604,1634698361471,1634698361289,1634698361192,0.0011,0,1,1
364,1.09219124,1.09772561,1.09664892,1.10238626,0.00107669,-0.01019502,1634698369073,1634698368896,1634698368518,0.001,2,1,1
365,1.09219124,1.09772561,1.09661886,1.10238626,0.00110675,-0.01019502,1634698369181,1634698368987,1634698368518,0.001,0,1,1
366,1.09568424,1.10235749,1.10013588,1.10568038,0.00222161,-0.00999614,1634702972549,1634702972294,1634702972462,0.002,1,1,0
