Number,bayGate,bayBith,sellGate,sellBith,diffSell,diffBay,timeServer,timeGate,timeBith,percentBonus,bayOrSellGate,bayOrSellBith,init
9202,0.99263076,1.0042395,0.99877356,1.01444648,0.00546594,-0.02181572,1635322161244,1635322161069,1635322161093,0.0055,0,0,1
9203,0.99245112,1.0042395,0.99861324,1.01444648,0.00562626,-0.02199535,1635322161356,1635322161168,1635322161093,0.0056,2,0,1
9204,0.9924611,1.0042395,0.99715032,1.01444648,0.00708918,-0.02198537,1635322161533,1635322161367,1635322161093,0.0071,2,0,1
9205,0.99165272,1.0042395,0.99715032,1.01444648,0.00708918,-0.02279376,1635322161670,1635322161459,1635322161093,0.0071,1,0,1
9206,0.98988626,1.0042395,0.99687978,1.01444648,0.00735972,-0.02456021,1635322161787,1635322161567,1635322161664,0.0074,2,0,1
9207,0.9917126,1.0042395,0.9957876,1.01444648,0.0084519,-0.02273387,1635322161934,1635322161762,1635322161664,0.0085,2,0,1
9208,0.9917126,1.0042395,0.9957876,1.01443646,0.0084519,-0.02272386,1635322161952,1635322161762,1635322161830,0.0085,2,0,0
9209,0.9917126,1.00329116,0.9957876,1.01443646,0.00750356,-0.02272386,1635322162020,1635322161762,1635322161898,0.0075,2,1,0
9210,0.9917126,1.00324125,0.9957876,1.01443646,0.00745365,-0.02272386,1635322162028,1635322161762,1635322161903,0.0075,2,1,0
9211,0.98937728,1.00324125,0.99576756,1.01443646,0.00747369,-0.02505918,1635322162052,1635322161865,1635322161927,0.0075,2,1,1
9212,0.98789026,1.00324125,0.99198,1.01443646,0.01126125,-0.0265462,1635322162172,1635322161961,1635322161927,0.0114,2,1,1
9213,0.98801002,1.00324125,0.99198,1.01443646,0.01126125,-0.02642644,1635322162369,1635322162164,1635322162176,0.0114,1,1,1
9214,0.98802,1.00324125,0.99347298,1.01443646,0.00976827,-0.02641646,1635322162560,1635322162369,1635322162176,0.0098,2,1,1
9215,0.98749106,1.00324125,0.99170946,1.01443646,0.01153179,-0.0269454,1635322162823,1635322162554,1635322162176,0.0116,2,1,1
9216,0.98749106,1.00324125,0.99169944,1.01443646,0.01154181,-0.0269454,1635322162880,1635322162665,1635322162176,0.0116,0,1,1
9217,0.9854751,1.00324125,0.99145896,1.01443646,0.01178229,-0.02896136,1635322162960,1635322162763,1635322162176,0.0119,2,1,1
9218,0.98628348,1.00324125,0.9913287,1.01443646,0.01191255,-0.02815298,1635322163065,1635322162860,1635322162176,0.012,2,1,1
9219,0.98628348,1.00324125,0.9907275,1.01443646,0.01251375,-0.02815298,1635322163251,1635322163064,1635322163098,0.0126,0,1,1
9220,0.98531542,1.00324125,0.9907275,1.01443646,0.01251375,-0.02912104,1635322163358,1635322163164,1635322163150,0.0126,1,1,1
