Number,bayGate,bayBith,sellGate,sellBith,diffSell,diffBay,timeServer,timeGate,timeBith,percentBonus,bayOrSellGate,bayOrSellBith,init
6851,1.10227104,1.1080575,1.10687934,1.11709463,0.00117816,-0.01482359,1635315454347,1635315454152,1635315440920,0.0011,1,0,1
6852,1.10238082,1.1080575,1.10687934,1.11709463,0.00117816,-0.0147138,1635315454520,1635315454241,1635315440920,0.0011,1,0,1
6853,1.10238182,1.1080575,1.10687934,1.11709463,0.00117816,-0.01471281,1635315455654,1635315455442,1635315440920,0.0011,1,0,1
6854,1.10227104,1.1080575,1.10687934,1.11709463,0.00117816,-0.01482359,1635315455795,1635315455540,1635315440920,0.0011,1,0,1
6855,1.10238282,1.1080575,1.1068593,1.11709463,0.0011982,-0.01471181,1635315455909,1635315455640,1635315440920,0.0011,2,0,1
6856,1.10217124,1.1080575,1.1068092,1.11709463,0.0012483,-0.01492339,1635315455947,1635315455752,1635315440920,0.0011,2,0,1
6857,1.10217124,1.1080575,1.10678916,1.11709463,0.00126834,-0.01492339,1635315456049,1635315455853,1635315440920,0.0011,0,0,1
6858,1.10177204,1.1080575,1.10657874,1.11709463,0.00147876,-0.01532259,1635315456157,1635315455957,1635315440920,0.0013,2,0,1
6859,1.10177204,1.1080575,1.10656872,1.11709463,0.00148878,-0.01532259,1635315456260,1635315456044,1635315440920,0.0013,0,0,1
6860,1.1019417,1.1080575,1.10667894,1.11709463,0.00137856,-0.01515292,1635315456947,1635315456745,1635315440920,0.0012,2,0,1
6861,1.10206146,1.1080575,1.10677914,1.11709463,0.00127836,-0.01503316,1635315457047,1635315456853,1635315440920,0.0012,2,0,1
6862,1.10207144,1.1080575,1.1067591,1.11709463,0.0012984,-0.01502318,1635315457152,1635315456958,1635315440920,0.0012,2,0,1
6863,1.10207144,1.1080575,1.10674908,1.11709463,0.00130842,-0.01502318,1635315457449,1635315457253,1635315440920,0.0012,0,0,1
6864,1.10207144,1.1080575,1.10671902,1.11709463,0.00133848,-0.01502318,1635315457551,1635315457356,1635315440920,0.0012,0,0,1
6865,1.10210138,1.1080575,1.10671902,1.11709463,0.00133848,-0.01499325,1635315458264,1635315458052,1635315440920,0.0012,1,0,1
6866,1.10207144,1.1080575,1.10671902,1.11709463,0.00133848,-0.01502318,1635315458353,1635315458143,1635315440920,0.0012,1,0,1
6867,1.10217124,1.1080575,1.10671902,1.11709463,0.00133848,-0.01492339,1635315458542,1635315458358,1635315440920,0.0012,1,0,1
6868,1.10021516,1.10641039,1.10482524,1.10985559,0.00158515,-0.00964043,1635315550715,1635315550430,1635315550599,0.0014,2,0,0
6869,1.10011536,1.10641039,1.10502564,1.10985559,0.00138475,-0.00974023,1635315550743,1635315550543,1635315550601,0.0013,2,0,1
6870,1.10012534,1.10641039,1.10502564,1.10985559,0.00138475,-0.00973025,1635315550863,1635315550656,1635315550601,0.0013,1,0,1
6871,1.10020518,1.10641039,1.10502564,1.10985559,0.00138475,-0.00965041,1635315550950,1635315550748,1635315550601,0.0013,1,0,1
6872,1.10021516,1.10641039,1.10502564,1.10985559,0.00138475,-0.00964043,1635315551060,1635315550858,1635315550601,0.0013,1,0,1
6873,1.1001952,1.10641039,1.10498556,1.10985559,0.00142483,-0.00966039,1635315551171,1635315550932,1635315550601,0.0013,2,0,1
6874,1.1001952,1.10641039,1.1049054,1.10985559,0.00150499,-0.00966039,1635315551294,1635315551058,1635315550601,0.0014,0,0,1
6875,1.1002451,1.10641039,1.10492544,1.10985559,0.00148495,-0.00961049,1635315551460,1635315551194,1635315550601,0.0013,2,0,1
6876,1.1001952,1.10641039,1.10492544,1.10985559,0.00148495,-0.00966039,1635315551648,1635315551448,1635315551446,0.0013,1,0,1
6877,1.10021516,1.10641039,1.10492544,1.10985559,0.00148495,-0.00964043,1635315551746,1635315551551,1635315551630,0.0013,1,0,1
6878,1.10008542,1.10641039,1.10492544,1.10985559,0.00148495,-0.00977017,1635315551858,1635315551636,1635315551630,0.0013,1,0,1
6879,1.10032494,1.10641039,1.10492544,1.10985559,0.00148495,-0.00953065,1635315552014,1635315551858,1635315551630,0.0013,1,0,1
6880,1.10032494,1.10641039,1.10477514,1.10985559,0.00163525,-0.00953065,1635315552147,1635315551933,1635315551630,0.0015,0,0,1
6881,1.10032494,1.10641039,1.10487534,1.10985559,0.00153505,-0.00953065,1635315552241,1635315552041,1635315551630,0.0014,0,0,1
6882,1.10032494,1.10641039,1.10487534,1.11709463,0.00153505,-0.01676969,1635315552492,1635315552041,1635315552378,0.0014,0,0,0
6883,1.10031496,1.10641039,1.10487534,1.11709463,0.00153505,-0.01677967,1635315552653,1635315552444,1635315552380,0.0014,1,0,1
6884,1.10031496,1.10641039,1.10487534,1.10999576,0.00153505,-0.0096808,1635315552688,1635315552444,1635315552572,0.0014,1,0,0
6885,1.10031496,1.10641039,1.10484528,1.10999576,0.00156511,-0.0096808,1635315553148,1635315552940,1635315552577,0.0014,0,0,1
6886,1.10038482,1.10641039,1.10492544,1.10999576,0.00148495,-0.00961094,1635315553255,1635315553047,1635315552577,0.0013,2,0,1
6887,1.1003948,1.10641039,1.10492544,1.10999576,0.00148495,-0.00960096,1635315553391,1635315553156,1635315552577,0.0013,1,0,1
6888,1.1003449,1.10641039,1.10492544,1.10999576,0.00148495,-0.00965086,1635315553489,1635315553212,1635315552577,0.0013,1,0,1
6889,1.1003948,1.10641039,1.10492544,1.10999576,0.00148495,-0.00960096,1635315553643,1635315553460,1635315553424,0.0013,1,0,1
6890,1.10031496,1.10641039,1.10491542,1.10999576,0.00149497,-0.0096808,1635315553742,1635315553540,1635315553580,0.0014,2,0,1
6891,1.10033492,1.10641039,1.10491542,1.10999576,0.00149497,-0.00966084,1635315553942,1635315553726,1635315553580,0.0014,1,0,1
6892,1.10031496,1.10641039,1.10491542,1.10999576,0.00149497,-0.0096808,1635315554141,1635315553954,1635315553580,0.0014,1,0,1
6893,1.1003948,1.10641039,1.10491542,1.10999576,0.00149497,-0.00960096,1635315554300,1635315554057,1635315553580,0.0014,1,0,1
6894,1.10031496,1.10641039,1.10491542,1.10999576,0.00149497,-0.0096808,1635315554344,1635315554149,1635315553580,0.0014,1,0,1
6895,1.10031496,1.10641039,1.10492544,1.10999576,0.00148495,-0.0096808,1635315554648,1635315554446,1635315554353,0.0013,0,0,1
6896,1.1004946,1.10641039,1.10491542,1.10999576,0.00149497,-0.00950116,1635315555107,1635315554836,1635315554596,0.0014,2,0,1
6897,1.1004946,1.10641039,1.10491542,1.11709463,0.00149497,-0.01660003,1635315556268,1635315554836,1635315556155,0.0014,2,0,0
6898,1.1004946,1.10641039,1.10491542,1.11004583,0.00149497,-0.00955123,1635315556473,1635315554836,1635315556356,0.0014,2,0,0
6899,1.10031496,1.10641039,1.10491542,1.11004583,0.00149497,-0.00973087,1635315556551,1635315556347,1635315556356,0.0014,1,0,1
6900,1.10031496,1.10641039,1.10477514,1.11004583,0.00163525,-0.00973087,1635315556734,1635315556536,1635315556356,0.0015,0,0,1
6901,1.10031496,1.10641039,1.1048553,1.11004583,0.00155509,-0.00973087,1635315556841,1635315556627,1635315556356,0.0014,0,0,1
