Number,buyGate,buyBith,sellGate,sellBith,diffSell,diffBuy,timeServer,timeGate,timeBith,percentBonus,buyOrSellGate,buyOrSellBith,init
242351,0.9382697,0.85614911,0.94231086,0.88612628,-0.08616175,0.05214343,1640219724424,1640219724203,1640219723542,0.0588,2,1,1
242352,0.93827968,0.85614911,0.94226076,0.88612628,-0.08611165,0.0521534,1640219724509,1640219724274,1640219723542,0.0589,2,1,1
242353,0.93827968,0.85614911,0.94225074,0.88612628,-0.08610163,0.0521534,1640219724594,1640219724382,1640219723542,0.0589,0,1,1
242354,0.93827968,0.85614911,0.94219062,0.88612628,-0.08604151,0.0521534,1640219724701,1640219724505,1640219723542,0.0589,0,1,1
242355,0.93827968,0.85614911,0.94217058,0.88612628,-0.08602147,0.0521534,1640219724806,1640219724605,1640219723542,0.0589,0,1,1
242356,0.93827968,0.85614911,0.94229082,0.88612628,-0.08614171,0.0521534,1640219724902,1640219724700,1640219723542,0.0589,0,1,1
242357,0.93830962,0.85614911,0.94229082,0.88612628,-0.08614171,0.05218334,1640219725007,1640219724771,1640219723542,0.0589,1,1,1
242358,0.93838946,0.85614911,0.94230084,0.88612628,-0.08615173,0.05226318,1640219725082,1640219724899,1640219723542,0.059,2,1,1
242359,0.9383695,0.85614911,0.94229082,0.88612628,-0.08614171,0.05224323,1640219725199,1640219725000,1640219723542,0.059,2,1,1
242360,0.9383695,0.85614911,0.9422808,0.88612628,-0.08613169,0.05224323,1640219725327,1640219725104,1640219723542,0.059,0,1,1
242361,0.93830962,0.85614911,0.9422808,0.88612628,-0.08613169,0.05218334,1640219725383,1640219725209,1640219723542,0.0589,1,1,1
242362,0.93842938,0.85614911,0.9422808,0.88612628,-0.08613169,0.0523031,1640219725495,1640219725306,1640219723542,0.059,1,1,1
242363,0.93869884,0.85614911,0.94284192,0.88612628,-0.08669281,0.05257256,1640219725687,1640219725505,1640219725537,0.0593,2,1,1
242364,0.9387687,0.85614911,0.94287198,0.88612628,-0.08672287,0.05264242,1640219725798,1640219725607,1640219725537,0.0594,2,1,1
242365,0.93893836,0.85614911,0.942882,0.88612628,-0.08673289,0.05281208,1640219725903,1640219725686,1640219725537,0.0596,2,1,1
242366,0.93894834,0.85614911,0.94284192,0.88612628,-0.08669281,0.05282206,1640219727012,1640219726803,1640219725537,0.0596,2,1,1
242367,0.9389683,0.85614911,0.94284192,0.88612628,-0.08669281,0.05284202,1640219727099,1640219726880,1640219725537,0.0596,1,1,1
242368,0.93894834,0.85614911,0.94284192,0.88612628,-0.08669281,0.05282206,1640219727227,1640219727000,1640219725537,0.0596,1,1,1
242369,0.93893836,0.85614911,0.94280184,0.88612628,-0.08665273,0.05281208,1640219727308,1640219727093,1640219725537,0.0596,2,1,1
242370,0.93884854,0.85614911,0.9427818,0.88612628,-0.08663269,0.05272226,1640219727416,1640219727199,1640219725537,0.0595,2,1,1
242371,0.9388685,0.85614911,0.94279182,0.88612628,-0.08664271,0.05274222,1640219727489,1640219727298,1640219725537,0.0595,2,1,1
242372,0.9387687,0.85614911,0.9427818,0.88612628,-0.08663269,0.05264242,1640219727600,1640219727396,1640219725537,0.0594,2,1,1
242373,0.9388186,0.85614911,0.9427818,0.88612628,-0.08663269,0.05269232,1640219727687,1640219727472,1640219725537,0.0595,1,1,1
242374,0.94477666,0.8561591,0.94857336,0.88677709,-0.09241426,0.05799957,1640220097531,1640220097194,1640220097414,0.0654,2,1,0
242375,0.94476668,0.8561591,0.94856334,0.88677709,-0.09240424,0.05798959,1640220097807,1640220097607,1640220097414,0.0654,2,1,1
242376,0.94461698,0.8561591,0.94842306,0.88677709,-0.09226396,0.05783989,1640220098999,1640220098796,1640220097414,0.0652,2,1,1
242377,0.94461698,0.8561591,0.94841304,0.88677709,-0.09225395,0.05783989,1640220099107,1640220098891,1640220097414,0.0652,0,1,1
242378,0.95384848,0.85977276,0.95768154,0.90031399,-0.09790878,0.05353449,1640221654432,1640221654172,1640221654315,0.0595,0,0,0
242379,0.95384848,0.85977276,0.95768154,0.90111499,-0.09790878,0.05273349,1640221654443,1640221654172,1640221654315,0.0585,0,0,0
242380,0.95384848,0.85977276,0.95768154,0.901125,-0.09790878,0.05272348,1640221654451,1640221654172,1640221654316,0.0585,0,0,0
242381,0.9537886,0.85977276,0.95775168,0.901125,-0.09797892,0.0526636,1640221654489,1640221654308,1640221654316,0.0584,2,0,1
242382,0.9537886,0.85978274,0.95775168,0.901125,-0.09796894,0.0526636,1640221654535,1640221654308,1640221654417,0.0584,2,1,0
242383,0.95374868,0.85978274,0.95765148,0.901125,-0.09786874,0.05262368,1640221654628,1640221654404,1640221654417,0.0584,2,1,1
242384,0.95376864,0.85978274,0.95772162,0.901125,-0.09793888,0.05264364,1640221654682,1640221654498,1640221654417,0.0584,2,1,1
242385,0.95379858,0.85978274,0.9577116,0.901125,-0.09792886,0.05267358,1640221654810,1640221654604,1640221654417,0.0585,2,1,1
242386,0.95382852,0.85978274,0.95770158,0.901125,-0.09791884,0.05270352,1640221654895,1640221654701,1640221654417,0.0585,2,1,1
242387,0.95390836,0.85978274,0.95775168,0.901125,-0.09796894,0.05278336,1640221654986,1640221654799,1640221654417,0.0586,2,1,1
242388,0.95401814,0.85978274,0.95789196,0.901125,-0.09810922,0.05289314,1640221655091,1640221654903,1640221654417,0.0587,2,1,1
242389,0.95406804,0.85978274,0.95790198,0.901125,-0.09811924,0.05294304,1640221655199,1640221655004,1640221654417,0.0588,2,1,1
242390,0.95406804,0.85978274,0.95823264,0.901125,-0.0984499,0.05294304,1640221655909,1640221655695,1640221654417,0.0588,0,1,1
242391,0.95407802,0.85978274,0.9582126,0.901125,-0.09842986,0.05295302,1640221656006,1640221655785,1640221654417,0.0588,2,1,1
242392,0.95407802,0.85978274,0.95815248,0.901125,-0.09836974,0.05295302,1640221656284,1640221656095,1640221654417,0.0588,0,1,1
242393,0.9541379,0.85978274,0.95799216,0.901125,-0.09820942,0.0530129,1640221656400,1640221656202,1640221656264,0.0588,2,1,1
242394,0.95410796,0.85978274,0.95799216,0.901125,-0.09820942,0.05298296,1640221656498,1640221656305,1640221656264,0.0588,1,1,1
242395,0.95409798,0.85978274,0.95799216,0.901125,-0.09820942,0.05297298,1640221656591,1640221656407,1640221656264,0.0588,1,1,1
242396,0.95407802,0.85978274,0.957912,0.901125,-0.09812926,0.05295302,1640221656686,1640221656503,1640221656264,0.0588,2,1,1
242397,0.954088,0.85978274,0.95792202,0.901125,-0.09813928,0.052963,1640221656788,1640221656603,1640221656264,0.0588,2,1,1
242398,0.95381854,0.85978274,0.957912,0.901125,-0.09812926,0.05269354,1640221657788,1640221657604,1640221656264,0.0585,2,1,1
242399,0.95380856,0.85978274,0.95764146,0.901125,-0.09785872,0.05268356,1640221657891,1640221657702,1640221656264,0.0585,2,1,1
242400,0.95380856,0.85978274,0.95773164,0.901125,-0.0979489,0.05268356,1640221657997,1640221657809,1640221656264,0.0585,0,1,1
242401,0.95381854,0.85978274,0.95765148,0.901125,-0.09786874,0.05269354,1640221658198,1640221658002,1640221656264,0.0585,2,1,1
