Number,bayGate,bayBith,sellGate,sellBith,diffSell,diffBay,timeServer,timeGate,timeBith,percentBonus,bayOrSellGate,bayOrSellBith,init
9302,0.97335938,0.99325875,0.97876362,1.0013301,0.01449513,-0.02797072,1635322172421,1635322172109,1635322171920,0.0148,2,1,1
9303,0.97336936,0.99325875,0.97817244,1.0013301,0.01508631,-0.02796074,1635322172461,1635322172256,1635322171920,0.0154,2,1,1
9304,0.9704552,0.99325875,0.98194998,1.0013301,0.01130877,-0.0308749,1635322172582,1635322172366,1635322172338,0.0115,2,1,1
9305,0.9677606,0.99325875,0.9732927,1.0013301,0.01996605,-0.0335695,1635322172662,1635322172455,1635322172477,0.0205,2,1,1
9306,0.97028554,0.99325875,0.97423458,1.0013301,0.01902417,-0.03104456,1635322172762,1635322172569,1635322172477,0.0195,2,1,1
9307,0.97296018,0.99325875,0.97695,1.0013301,0.01630875,-0.02836992,1635322172871,1635322172665,1635322172477,0.0167,2,1,1
9308,0.96804004,0.99325875,0.97695,1.0013301,0.01630875,-0.03329006,1635322172978,1635322172737,1635322172477,0.0167,1,1,1
9309,0.9715031,0.99325875,0.97695,1.0013301,0.01630875,-0.029827,1635322173076,1635322172855,1635322172948,0.0167,1,1,1
9310,0.9715031,0.98327625,0.97695,1.0013301,0.00632625,-0.029827,1635322173105,1635322172855,1635322172981,0.0065,1,1,0
9311,0.9715031,0.98327625,0.97695,0.99333011,0.00632625,-0.02182701,1635322173107,1635322172855,1635322172982,0.0065,1,0,0
9312,0.96859892,0.98327625,0.97603818,0.99333011,0.00723807,-0.02473119,1635322173191,1635322172967,1635322173066,0.0074,2,0,1
9313,0.96859892,0.98327625,0.97417446,0.99333011,0.00910179,-0.02473119,1635322173265,1635322173053,1635322173081,0.0093,0,0,1
9314,0.96775062,0.98327625,0.97600812,0.99333011,0.00726813,-0.02557949,1635322173384,1635322173166,1635322173081,0.0074,2,0,1
9315,0.96936738,0.98327625,0.97486584,0.99333011,0.00841041,-0.02396273,1635322173467,1635322173266,1635322173313,0.0086,2,0,1
9316,0.9693075,0.98327625,0.97492596,0.99333011,0.00835029,-0.02402261,1635322173554,1635322173362,1635322173313,0.0086,2,0,1
9317,0.96937736,0.98327625,0.97695,0.99333011,0.00632625,-0.02395275,1635322173661,1635322173466,1635322173313,0.0065,2,0,1
9318,0.97251108,0.98327625,0.97660932,0.99333011,0.00666693,-0.02081903,1635322173866,1635322173663,1635322173313,0.0068,2,0,1
9319,0.97251108,0.98327625,0.97641894,0.99333011,0.00685731,-0.02081903,1635322174071,1635322173862,1635322173945,0.007,0,0,1
