Number,buyGate,buyBith,sellGate,sellBith,diffSell,diffBuy,timeServer,timeGate,timeBith,percentBonus,buyOrSellGate,buyOrSellBith,init
113051,0.81926818,0.74678084,0.82275222,0.76344311,-0.07597138,0.05582507,1639857180899,1639857180650,1639857180683,0.0731,1,0,1
113052,0.81926818,0.74678084,0.8227422,0.76344311,-0.07596136,0.05582507,1639857181372,1639857181198,1639857180683,0.0731,0,0,1
113053,0.81926818,0.74678084,0.82268208,0.76344311,-0.07590124,0.05582507,1639857181576,1639857181408,1639857180683,0.0731,0,0,1
113054,0.81904862,0.74678084,0.8225418,0.76344311,-0.07576096,0.05560551,1639857181691,1639857181496,1639857180683,0.0728,2,0,1
113055,0.8190586,0.74678084,0.82251174,0.76344311,-0.0757309,0.05561549,1639857181779,1639857181594,1639857180683,0.0728,2,0,1
113056,0.8190586,0.74678084,0.82250172,0.76344311,-0.07572088,0.05561549,1639857182001,1639857181804,1639857180683,0.0728,0,0,1
113057,0.8190586,0.74678084,0.82247166,0.76344311,-0.07569082,0.05561549,1639857182074,1639857181868,1639857180683,0.0728,0,0,1
113058,0.8190586,0.74679082,0.82247166,0.76344311,-0.07568083,0.05561549,1639857182134,1639857181868,1639857182015,0.0728,0,1,0
113059,0.81909852,0.74679082,0.82247166,0.76344311,-0.07568083,0.05565541,1639857182282,1639857182085,1639857182015,0.0729,1,1,1
113060,0.81913844,0.74679082,0.82247166,0.76344311,-0.07568083,0.05569533,1639857182677,1639857182497,1639857182015,0.073,1,1,1
113061,0.81917836,0.74679082,0.82247166,0.76344311,-0.07568083,0.05573525,1639857183573,1639857183398,1639857182858,0.073,1,1,1
113062,0.81913844,0.74679082,0.82247166,0.76344311,-0.07568083,0.05569533,1639857183989,1639857183788,1639857182858,0.073,1,1,1
113063,0.8191085,0.74679082,0.82243158,0.76344311,-0.07564076,0.05566539,1639857184080,1639857183895,1639857182858,0.0729,2,1,1
113064,0.8191085,0.74679082,0.82242156,0.76344311,-0.07563074,0.05566539,1639857184177,1639857183993,1639857182858,0.0729,0,1,1
113065,0.81917836,0.74679082,0.8227422,0.76344311,-0.07595138,0.05573525,1639857184305,1639857184091,1639857182858,0.073,2,1,1
113066,0.81917836,0.74679082,0.8225418,0.76344311,-0.07575098,0.05573525,1639857184379,1639857184202,1639857182858,0.073,0,1,1
113067,0.8191085,0.74679082,0.82248168,0.76344311,-0.07569086,0.05566539,1639857184492,1639857184307,1639857182858,0.0729,2,1,1
113068,0.81909852,0.74679082,0.82243158,0.76344311,-0.07564076,0.05565541,1639857184583,1639857184405,1639857182858,0.0729,2,1,1
113069,0.81909852,0.74679082,0.8223915,0.76344311,-0.07560067,0.05565541,1639857184681,1639857184486,1639857182858,0.0729,0,1,1
113070,0.81904862,0.74679082,0.82238148,0.76344311,-0.07559066,0.05560551,1639857187474,1639857187300,1639857185952,0.0728,2,1,1
113071,0.81904862,0.74679082,0.8223414,0.76344311,-0.07555058,0.05560551,1639857187680,1639857187505,1639857185952,0.0728,0,1,1
113072,0.81904862,0.74679082,0.82236144,0.76344311,-0.07557062,0.05560551,1639857187886,1639857187705,1639857185952,0.0728,0,1,1
113073,0.8190586,0.74679082,0.82235142,0.76344311,-0.0755606,0.05561549,1639857187980,1639857187793,1639857185952,0.0728,2,1,1
113074,0.8190586,0.74680081,0.82235142,0.76344311,-0.07555061,0.05561549,1639857188168,1639857187793,1639857188053,0.0728,2,1,0
113075,0.8190586,0.74680081,0.82256184,0.76344311,-0.07576103,0.05561549,1639857188310,1639857188075,1639857188053,0.0728,0,1,1
113076,0.81909852,0.74680081,0.82253178,0.76344311,-0.07573097,0.05565541,1639857188386,1639857188187,1639857188053,0.0729,2,1,1
113077,0.8190586,0.74680081,0.82250172,0.76344311,-0.07570091,0.05561549,1639857188487,1639857188308,1639857188053,0.0728,2,1,1
113078,0.81906858,0.74680081,0.82247166,0.76344311,-0.07567085,0.05562547,1639857188575,1639857188401,1639857188053,0.0729,2,1,1
113079,0.81906858,0.74680081,0.82245162,0.76344311,-0.07565081,0.05562547,1639857188679,1639857188506,1639857188053,0.0729,0,1,1
113080,0.8191085,0.74680081,0.82245162,0.76344311,-0.07565081,0.05566539,1639857189096,1639857188905,1639857188618,0.0729,1,1,1
113081,0.8191584,0.74680081,0.82245162,0.76344311,-0.07565081,0.05571529,1639857189199,1639857188993,1639857188618,0.073,1,1,1
113082,0.81919832,0.74680081,0.82268208,0.76344311,-0.07588127,0.05575521,1639857189288,1639857189101,1639857188618,0.073,2,1,1
113083,0.81922826,0.74680081,0.82268208,0.76344311,-0.07588127,0.05578515,1639857189384,1639857189208,1639857188618,0.0731,1,1,1
113084,0.8192582,0.74680081,0.82267206,0.76344311,-0.07587125,0.05581509,1639857190178,1639857190009,1639857188618,0.0731,2,1,1
113085,0.8193081,0.74680081,0.82263198,0.76344311,-0.07583117,0.05586499,1639857190289,1639857190100,1639857188618,0.0732,2,1,1
113086,0.81932806,0.74680081,0.82263198,0.76344311,-0.07583117,0.05588495,1639857190379,1639857190186,1639857188618,0.0732,1,1,1
113087,0.81933804,0.74680081,0.82263198,0.76344311,-0.07583117,0.05589493,1639857190485,1639857190292,1639857188618,0.0732,1,1,1
113088,0.81934802,0.74680081,0.82266204,0.76344311,-0.07586123,0.05590491,1639857190786,1639857190587,1639857188618,0.0732,2,1,1
113089,0.8193081,0.74680081,0.82266204,0.76344311,-0.07586123,0.05586499,1639857190872,1639857190707,1639857188618,0.0732,1,1,1
113090,0.81932806,0.74680081,0.82266204,0.76344311,-0.07586123,0.05588495,1639857190990,1639857190763,1639857188618,0.0732,1,1,1
113091,0.81932806,0.74680081,0.822642,0.76344311,-0.07584119,0.05588495,1639857192594,1639857192397,1639857188618,0.0732,0,1,1
113092,0.81934802,0.74680081,0.822642,0.76344311,-0.07584119,0.05590491,1639857194885,1639857194709,1639857188618,0.0732,1,1,1
113093,0.819358,0.74680081,0.82265202,0.76344311,-0.07585121,0.05591489,1639857194975,1639857194807,1639857188618,0.0732,2,1,1
113094,0.819358,0.74681079,0.82265202,0.76344311,-0.07584123,0.05591489,1639857195336,1639857194807,1639857195222,0.0732,2,1,0
113095,0.819358,0.74681079,0.82285242,0.76344311,-0.07604163,0.05591489,1639857196584,1639857196407,1639857195222,0.0732,0,1,1
113096,0.81936798,0.74681079,0.82285242,0.76344311,-0.07604163,0.05592487,1639857196691,1639857196450,1639857195222,0.0733,1,1,1
113097,0.81936798,0.74681079,0.82281234,0.76344311,-0.07600155,0.05592487,1639857197313,1639857197091,1639857195222,0.0733,0,1,1
113098,0.81936798,0.74681079,0.8227923,0.76344311,-0.07598151,0.05592487,1639857197380,1639857197185,1639857195222,0.0733,0,1,1
113099,0.819358,0.74681079,0.82268208,0.76344311,-0.07587129,0.05591489,1639857197578,1639857197407,1639857195222,0.0732,2,1,1
113100,0.81934802,0.74681079,0.82265202,0.76344311,-0.07584123,0.05590491,1639857197691,1639857197503,1639857195222,0.0732,2,1,1
113101,0.81934802,0.74681079,0.8227422,0.76344311,-0.07593141,0.05590491,1639857197888,1639857197696,1639857195222,0.0732,0,1,1
